id	seqName	strand	first	last	LENGTH	type	name	commonName	sense name	source	overlapXu	 wt 15' 0.4M - wt 0	hog1Δ 15' 0.4M -  hog1Δ 0	 wt 100' 1.2M - wt 0	hog1Δ 100' 1.2M -  hog1Δ 0
1827	5	+	264585	266161	1576	SUTs	SUT_FS0024	SUT_FS0024		FrancescLab	NA	4.0216541817	1.170625257	3.7456868268	1.0938379562
273	2	+	606208	607240	1032	other	YBR190W, YBR191W, YBR191W-A	YBR190W, RPL21A, YBR191W-A		SteinmetzLab	ST0209	4.015593904	-6.7225509987	-2.6184177475	7.0020940117
431	2	-	328148	330228	2080	ORF-T	YBR045C	GIP1		SteinmetzLab	ST3768	3.9800809238	3.5166844955	2.1150804754	-1.0070390983
2682	7	-	163375	165079	1704	ORF-T	YGL179C	TOS3		SteinmetzLab	ST4787	3.9552940543	3.359001401	-1.0162718978	-1.4835916065
3283	8	-	290821	292949	2128	ORF-T	YHR094C	HXT1		SteinmetzLab	ST5175	3.947961793	1.1508796492	2.0225205847	1.2109640192
1128	4	+	1190005	1191853	1848	ORF-T	YDR358W	GGA1		SteinmetzLab	ST0692	3.9437529634	3.2424663423	2.3302342356	-1.1325726633
4697	12	+	514065	515017	952	SUTs	SUT_FS0052	SUT_FS0052		FrancescLab	NA	3.9351355863	1.7496417427	1.9152480396	1.0370739579
328	2	+	770888	773776	2888	ORF-T	YBR284W	YBR284W		SteinmetzLab	ST0262	3.9282667776	4.7217435344	3.0809710148	2.2246614221
4494	11	-	461112	462448	1336	ORF-T	YKR011C	YKR011C		SteinmetzLab	ST5773	3.9223430193	3.3618174633	3.1034066509	1.3585337445
2480	7	+	627779	631419	3640	ORF-T	YGR070W	ROM1		SteinmetzLab	ST1245	3.919455809	2.1156067008	1.6460653111	1.260436326
3306	8	-	377246	377774	528	ORF-T	YHR138C	YHR138C		SteinmetzLab	ST5196	3.8946595099	2.1173620759	4.400779372	1.2787130368
3975	10	-	328044	330204	2160	ORF-T	YJL057C	IKS1		SteinmetzLab	ST5491	3.8817177478	2.0196151268	2.1191843153	1.2076951237
259	2	+	561488	562912	1424	ORF-T	YBR161W	CSH1		SteinmetzLab	ST0195	3.8732055073	1.2216394519	1.8278218793	-1.511192849
1441	4	-	598423	598879	456	CUTs	CUT500	CUT500		SteinmetzLab	ST4204	3.8546033549	2.0843181057	4.0975215589	1.0937057147
217	2	+	427095	427767	672	SUTs	SUT_FS0005	SUT_FS0005		FrancescLab	NA	3.833013837	4.3099558687	6.8383593674	3.8162508646
1043	4	+	911637	913701	2064	ORF-T	YDR223W	CRF1		SteinmetzLab	ST0611	3.8306760019	1.629206171	1.5571639914	-1.1168299673
3039	8	+	167554	168290	736	other	YHR028W-A	YHR028W-A		SteinmetzLab	ST1431	3.7952635225	3.5694195631	2.6870928296	1.8624864185
3422	9	+	249697	252041	2344	ORF-T	YIL056W	VHR1		SteinmetzLab	ST1630	3.7780261097	5.446852555	-1.2097773553	1.0841607862
1632	4	-	1233129	1233553	424	ORF-T	YDR379C-A	YDR379C-A		SteinmetzLab	ST4383	3.7511397902	2.9205098024	2.5373655175	1.647368608
7004	16	+	40801	40929	128	CUTs	CUT399	CUT399		SteinmetzLab	ST3329	3.7482904814	3.5564986803	1.2760886585	1.3051151582
6052	14	-	31789	33157	1368	SUTs	SUT_FS0131	SUT_FS0131		FrancescLab	NA	3.7427164028	3.4274443971	2.547302124	1.5159698818
5749	13	-	826941	831437	4496	ORF-T	YMR280C	CAT8		SteinmetzLab	ST6378	3.7349337734	2.3299882622	2.1583211948	-1.0167689333
3729	10	+	338056	338192	136	CUTs	CUT210	CUT210		SteinmetzLab	ST1792	3.7252108382	-1.288624253	1.3056233341	-3.2460040218
621	3	+	125586	126946	1360	SUTs	SUT_FS0012	SUT_FS0012	YCR007C	FrancescLab	ST0305	3.7066664166	2.50941295	1.6608043745	1.2473898665
6508	15	+	639546	640706	1160	SUTs	SUT373	SUT373	YRR1	SteinmetzLab	ST3188	3.7012531808	1.1657370399	2.3231255108	1.1523497162
6181	14	-	449823	450575	752	SUTs	SUT_FS0135	SUT_FS0135		FrancescLab	NA	3.6904806175	2.4917450478	1.4403744022	1.0563053556
4416	11	-	269327	270359	1032	ORF-T	YKL091C	YKL091C		SteinmetzLab	ST5700	3.6647126241	1.7660814229	2.6912494935	1.2237997474
1845	5	+	309001	309041	40	SUTs	SUT094	SUT094		SteinmetzLab	ST0905	3.6440213189	-1.1447465051	1.4637801897	1.1595390116
290	2	+	651320	653128	1808	ORF-T	YBR214W	SDS24		SteinmetzLab	ST0224	3.6378127235	4.5926284331	2.4767128818	1.9164553417
6372	15	+	265346	266194	848	ORF-T	YOL032W	OPI10		SteinmetzLab	ST3058	3.6344209131	3.9776070849	5.3906833175	2.7226073737
1341	4	-	312773	314829	2056	ORF-T	YDL079C	MRK1		SteinmetzLab	ST4105	3.6146721604	1.870357228	1.3285941996	-1.2450537281
992	4	+	722292	726500	4208	SUTs	SUT060	SUT060	YCF1	SteinmetzLab	ST0561	3.6079765206	4.8360899455	1.407222904	1.2233319311
4850	12	+	1025136	1027112	1976	ORF-T	YLR446W	YLR446W		SteinmetzLab	ST2404	3.5921949535	2.8979821991	1.577566516	1.8221334769
4290	11	+	552260	554364	2104	ORF-T	YKR058W	GLG1		SteinmetzLab	ST2087	3.5383969689	3.5813012645	1.0656476686	1.1724254359
6714	15	-	226981	227364	383	CUTs	CUT830	CUT830		SteinmetzLab	ST6695	3.5107070793	1.0230598917	1.1851702682	1.193238933
4188	11	+	264323	265763	1440	ORF-T	YKL093W	MBR1		SteinmetzLab	ST1991	3.4957143076	3.3564590839	3.9397971108	1.5337535211
5349	13	+	507473	509473	2000	SUTs	SUT_FS0057	SUT_FS0057		FrancescLab	NA	3.4810611487	3.1495040824	1.2932825107	1.1665870718
7198	16	+	614795	619099	4304	ORF-T	YPR026W	ATH1		SteinmetzLab	ST3520	3.4727983032	4.3940301484	1.5610278085	1.4707207867
2537	7	+	772331	773739	1408	ORF-T	YGR142W	BTN2		SteinmetzLab	ST1298	3.4538614904	5.048097655	18.8723956519	4.184744143
1392	4	-	450149	452725	2576	ORF-T	YDR001C	NTH1		SteinmetzLab	ST4156	3.4432980603	2.9479262488	2.4143062875	1.3510818666
5603	13	-	380365	382957	2592	ORF-T	YMR052C-A, YMR053C	YMR052C-A, STB2		SteinmetzLab	ST6240	3.4313108736	2.8085041088	1.9437000965	-1.1310711671
2228	6	-	182157	182925	768	ORF-T	YFR017C	YFR017C		SteinmetzLab	ST4711	3.4289641259	5.4063487903	3.2586906704	3.7818734171
4466	11	-	386592	386896	304	CUTs	CUT720	CUT720		SteinmetzLab	ST5746	3.4205171956	1.0136998231	1.2195678415	-1.0223182086
5593	13	-	344141	346981	2840	ORF-T	YMR037C	MSN2		SteinmetzLab	ST6232	3.4121846797	-1.0316302707	-1.1431972485	-1.3635444987
4067	10	-	610468	610932	464	CUTs	CUT697	CUT697		SteinmetzLab	ST5576	3.3949871731	3.5308430879	2.6229047846	1.0153646165
843	4	+	240177	241217	1040	ORF-T	YDL124W	YDL124W		SteinmetzLab	ST0421	3.392699974	2.8115249106	3.0754893431	1.9612781406
6289	15	+	33609	34401	792	SUTs	SUT351	SUT351		SteinmetzLab	ST2977	3.391358348	2.8777255399	-1.0642086806	-1.0617716126
3004	8	+	66178	68914	2736	SUTs	SUT_FS0037	SUT_FS0037		FrancescLab	NA	3.3731462825	2.0469343765	4.0003057518	1.5928422537
7306	16	+	901643	906771	5128	ORF-T	YPR184W	GDB1		SteinmetzLab	ST3620	3.3696931291	2.6832256288	2.6063940874	1.653592059
2861	7	-	731327	733351	2024	ORF-T	YGR121C	MEP1		SteinmetzLab	ST4955	3.344114827	3.3941512122	1.4782550971	1.3167335803
3001	8	+	56490	59042	2552	ORF-T	YHL024W	RIM4		SteinmetzLab	ST1398	3.328225041	4.3712903604	1.01875917	1.0206806223
6800	15	-	493886	494374	488	CUTs	CUT842	CUT842		SteinmetzLab	ST6779	3.297218948	1.5145395457	2.639691204	1.1293206992
465	2	-	415971	417995	2024	SUTs	SUT_FS0073	SUT_FS0073		FrancescLab	NA	3.2924587382	2.5677591225	2.132794669	-1.0407003155
7539	16	-	675975	676919	944	ORF-T	YPR061C	JID1		SteinmetzLab	ST7183	3.2893631539	2.8900912877	1.6137514978	-1.0450166321
3565	9	-	251941	254421	2480	ORF-T	YIL055C	YIL055C		SteinmetzLab	ST5319	3.2841889492	3.6270031776	2.536804658	2.1047196219
5068	12	-	680125	680845	720	SUTs	SUT_FS0123	SUT_FS0123		FrancescLab	NA	3.2818788297	1.2987569341	3.6299372829	1.0179017133
4256	11	+	454532	454860	328	CUTs	CUT239	CUT239		SteinmetzLab	ST2056	3.2814533118	2.1891004606	3.1280577625	1.2169315702
195	2	+	351064	352016	952	other	YBR056W-A	YBR056W-A		SteinmetzLab	ST0136	3.2742651043	11.8202771646	5.8107055625	3.6628601085
5934	14	+	481267	482939	1672	ORF-T	YNL077W	APJ1		SteinmetzLab	ST2862	3.267052625	4.1158144408	9.1394754856	5.136099759
1975	5	-	178205	178573	368	CUTs	CUT550	CUT550		SteinmetzLab	ST4540	3.2669854352	2.7914760159	1.2909732553	-1.2296534954
4066	10	-	609476	610468	992	CUTs	CUT696	CUT696		SteinmetzLab	ST5575	3.2569784861	3.6920442459	2.3694357709	1.1151058174
464	2	-	414083	415299	1216	ORF-T	YBR084C-A	RPL19A		SteinmetzLab	ST3800	3.2546417437	1.209779596	2.1503898839	1.5916614433
6665	15	-	73534	73910	376	SUTs	SUT766	SUT766		SteinmetzLab	ST6648	3.2470583984	3.5861728877	1.7068127857	-1.069451552
6419	15	+	385114	386370	1256	SUTs	SUT362	SUT362		SteinmetzLab	ST3101	3.2457638336	3.3493826534	1.7912827654	-1.4128214521
6403	15	+	337466	338402	936	SUTs	SUT360	SUT360	YOR006C	SteinmetzLab	ST3086	3.2380346023	3.0530904424	2.2647074675	1.1549063646
2414	7	+	439003	439723	720	ORF-T	YGL030W	RPL30		SteinmetzLab	ST1184	3.2250888608	1.4742293761	3.4156522576	4.504122217
1735	4	-	1516865	1517793	928	ORF-T	YDR540C	IRC4		SteinmetzLab	ST4483	3.1912460958	1.4484126283	1.783075067	-1.1839746877
1730	4	-	1503321	1507073	3752	other	YDR534C, YDR535C	FIT1, YDR535C		SteinmetzLab	ST4478	3.1912451096	-1.1248553683	1.7744582154	-1.1630241492
2487	7	+	651251	653035	1784	SUTs	SUT_FS0033	SUT_FS0033		FrancescLab	NA	3.1751542008	-1.0057095507	4.8805324258	1.046055026
6398	15	+	331386	331914	528	ORF-T	YOR003W	YSP3		SteinmetzLab	ST3081	3.1646115737	2.9585885434	2.462958648	1.3673429738
7454	16	-	431095	431375	280	CUTs	CUT898	CUT898		SteinmetzLab	ST7101	3.1613749525	1.0831401769	2.5325323709	-1.0755762768
2542	7	+	780171	781403	1232	ORF-T	YGR144W	THI4		SteinmetzLab	ST1301	3.1552669018	1.2917736948	5.1445896564	1.099117802
3888	10	-	109718	111382	1664	ORF-T	YJL164C	TPK1		SteinmetzLab	ST5407	3.1304123458	2.3354959296	1.0583160786	1.2031454783
7284	16	+	835515	836283	768	SUTs	SUT_FS0070	SUT_FS0070		FrancescLab	NA	3.1205696624	2.3598184062	2.7699492456	1.3554939837
2918	7	-	882311	882575	264	CUTs	CUT627	CUT627		SteinmetzLab	ST5009	3.1049463974	2.1351912392	1.4277656576	1.1126447405
4791	12	+	820415	822143	1728	ORF-T	YLR345W	YLR345W		SteinmetzLab	ST2346	3.0970136898	3.2825796158	1.4004935579	1.3160475037
5445	13	+	774721	775217	496	ORF-T	YMR251W-A	HOR7		SteinmetzLab	ST2672	3.096102352	4.0856777926	4.733266739	2.5392213532
1141	4	+	1234117	1236245	2128	ORF-T	YDR380W	ARO10		SteinmetzLab	ST0704	3.0913819329	5.2787319491	1.7210465082	-1.024941233
4383	11	-	164840	166272	1432	ORF-T	YKL151C	YKL151C		SteinmetzLab	ST5667	3.0816895935	1.9793230663	1.6931645966	1.3702847085
2519	7	+	733787	735491	1704	ORF-T	YGR122W	YGR122W		SteinmetzLab	ST1282	3.0787199041	1.5225019957	1.2999839423	1.066552702
230	2	+	460360	461952	1592	SUTs	SUT_FS0007	SUT_FS0007		FrancescLab	NA	3.0716153094	2.8790414792	2.6592975741	1.3824671342
1012	4	+	795252	796068	816	CUTs	CUT072	CUT072		SteinmetzLab	ST0581	3.0669354156	3.0329591235	4.2727437825	1.4991115605
7151	16	+	465883	466675	792	ORF-T	YPL047W	SGF11		SteinmetzLab	ST3476	3.0375624998	1.4400325819	4.2738820031	1.8264057647
4688	12	+	498225	498865	640	SUTs	SUT267	SUT267		SteinmetzLab	ST2252	3.0251086213	2.31542269	1.9289133806	1.4255544675
1633	4	-	1233553	1233673	120	CUTs	CUT526	CUT526		SteinmetzLab	ST4384	3.0021952528	2.4722431555	-1.1275308269	2.1192083648
2203	6	-	95101	95205	104	CUTs	CUT574	CUT574		SteinmetzLab	ST4689	2.9776891497	2.5414842373	2.5260558835	1.4403135656
6896	15	-	780998	781542	544	CUTs	CUT861	CUT861		SteinmetzLab	ST6873	2.972491405	5.0725450013	5.1949301482	3.3482544623
5388	13	+	610201	610393	192	SUTs	SUT_FS0060	SUT_FS0060		FrancescLab	NA	2.9724040515	1.3543394377	1.230369277	1.3770346063
5300	13	+	350129	350897	768	ORF-T	YMR040W	YET2		SteinmetzLab	ST2537	2.9553209124	1.6561114969	2.3256369625	1.0721229151
5329	13	+	436329	438777	2448	ORF-T	YMR084W, YMR085W	YMR084W, YMR085W		SteinmetzLab	ST2563	2.9406006511	3.2695788943	1.7940319442	1.277671417
5387	13	+	608649	610145	1496	ORF-T	YMR173W, YMR173W-A	DDR48, YMR173W-A		SteinmetzLab	ST2616	2.9299304683	1.1613665994	2.402934183	1.2857689368
3042	8	+	171410	171762	352	CUTs	CUT176	CUT176		SteinmetzLab	ST1434	2.9173860042	2.2697493264	5.1430249928	1.4641507495
3710	10	+	265808	268760	2952	ORF-T	YJL089W	SIP4		SteinmetzLab	ST1773	2.9161295055	1.2169158667	6.5812983361	1.1821335884
6469	15	+	515050	515170	120	CUTs	CUT380	CUT380		SteinmetzLab	ST3149	2.9127627145	1.3453396885	2.7326685129	3.4298288877
4080	10	-	640804	641796	992	SUTs	SUT648	SUT648	YJR116W	SteinmetzLab	ST5589	2.9064588142	-1.1794219302	3.4294480427	1.21525471
3901	10	-	135908	136316	408	ORF-T	YJL153C	INO1		SteinmetzLab	ST5419	2.9009229198	7.8145693135	3.0798760988	4.2590870964
5259	13	+	246937	247641	704	CUTs	CUT291	CUT291		SteinmetzLab	ST2496	2.8911327854	2.0684770458	1.1836760912	-1.3684131082
7496	16	-	550287	551847	1560	ORF-T	YPL004C	LSP1		SteinmetzLab	ST7141	2.8897606603	1.8881739308	1.9504341547	1.5932111602
1114	4	+	1156637	1157357	720	CUTs	CUT084	CUT084		SteinmetzLab	ST0679	2.8890889498	1.4674868692	1.2493125932	-1.0565239334
6150	14	-	352847	355159	2312	ORF-T	YNL144C	YNL144C		SteinmetzLab	ST6509	2.8816833153	2.4912979693	-1.14994003	-1.361085113
1059	4	+	957789	958597	808	SUTs	SUT062	SUT062		SteinmetzLab	ST0626	2.8632968543	1.0905579541	2.5127514824	-1.1647592063
3661	10	+	116690	117138	448	CUTs	CUT198	CUT198		SteinmetzLab	ST1726	2.8623109382	4.645343676	3.7241931274	2.4528490813
927	4	+	491474	492490	1016	other	YDR024W, YDR025W	FYV1, RPS11A		SteinmetzLab	ST0501	2.8562727331	1.1743238906	1.1519521537	9.2141791491
7203	16	+	629235	631339	2104	ORF-T	YPR030W	CSR2		SteinmetzLab	ST3525	2.8456311292	2.2786782003	2.8177747786	1.9210076835
3116	8	+	375418	377346	1928	ORF-T	YHR137W	ARO9		SteinmetzLab	ST1507	2.8427353809	5.2086795095	3.6843768967	2.0332408425
363	2	-	100323	101219	896	ORF-T	YBL064C	PRX1		SteinmetzLab	ST3703	2.8423461419	1.3659000056	3.2189134348	1.2446257279
6966	15	-	969156	970031	875	SUTs	SUT795	SUT795		SteinmetzLab	ST6940	2.8422057149	1.5424986085	2.9479346187	1.1672148506
5383	13	+	590297	591425	1128	SUTs	SUT_FS0059	SUT_FS0059		FrancescLab	NA	2.8379057611	1.5287398144	1.1969505162	-1.174328147
455	2	-	380139	380995	856	SUTs	SUT_FS0072	SUT_FS0072		FrancescLab	NA	2.8376195224	2.1774229316	7.3066267378	2.6531926766
3040	8	+	168290	168674	384	CUTs	CUT174	CUT174		SteinmetzLab	ST1432	2.8357568764	1.0751455576	1.3191101983	-1.1314959313
6731	15	-	294694	296214	1520	ORF-T	YOL016C	CMK2		SteinmetzLab	ST6712	2.8268550705	3.0169487942	1.3835341154	1.0983577852
23	1	+	92855	94487	1632	ORF-T	YAL028W	FRT2		SteinmetzLab	ST0023	2.8198903932	4.0564290402	1.3543514278	1.5687902328
203	2	+	379151	379447	296	CUTs	CUT022	CUT022		SteinmetzLab	ST0144	2.8173897611	1.936491569	-1.0003229644	-1.0180493662
7082	16	+	273225	274769	1544	ORF-T	YPL147W	PXA1		SteinmetzLab	ST3407	2.8158022524	2.0651579649	2.4838340362	1.2598406168
1352	4	-	340245	340405	160	CUTs	CUT485	CUT485		SteinmetzLab	ST4116	2.815797431	1.3497623555	1.1580115077	-1.7573221278
1387	4	-	430933	432061	1128	ORF-T	YDL012C	YDL012C		SteinmetzLab	ST4151	2.8144664876	1.9771569895	2.1904375732	2.0842132208
4691	12	+	501265	502345	1080	SUTs	SUT268	SUT268	DPH5	SteinmetzLab	ST2254	2.8128392617	5.9177483887	2.6605644923	3.0298244618
4685	12	+	490897	491793	896	SUTs	SUT265	SUT265		SteinmetzLab	ST2249	2.8086532188	4.3673531087	2.2557288626	2.1419394206
7461	16	-	451463	453271	1808	ORF-T	YPL057C	SUR1		SteinmetzLab	ST7106	2.808253159	2.3269736724	1.4600510506	1.2274056157
2836	7	-	649271	650743	1472	ORF-T	YGR086C	PIL1		SteinmetzLab	ST4932	2.8008899877	1.7917373056	1.8517609865	1.1298905857
214	2	+	420159	422303	2144	SUTs	SUT_FS0004	SUT_FS0004		FrancescLab	NA	2.800462442	1.1042600626	1.8290297603	-1.058722247
7209	16	+	645875	646443	568	ORF-T	YPR036W-A	YPR036W-A		SteinmetzLab	ST3531	2.7993167933	2.2329673627	2.060986071	1.9105017919
5590	13	-	332021	334845	2824	ORF-T	YMR031C	YMR031C		SteinmetzLab	ST6229	2.7950691534	2.9748109535	-1.2660665092	-1.349858836
513	2	-	573668	576060	2392	ORF-T	YBR169C	SSE2		SteinmetzLab	ST3847	2.7762105152	3.41806157	6.2887684093	2.4628467018
6058	14	-	49197	49325	128	CUTs	CUT796	CUT796		SteinmetzLab	ST6418	2.7717040934	1.4590510107	1.2766970304	1.1860748819
1847	5	+	318849	319721	872	ORF-T	YER079W	YER079W		SteinmetzLab	ST0907	2.7706490441	4.6423213733	2.060973352	1.3190613149
6990	15	-	1037631	1039407	1776	CUTs	CUT875	CUT875		SteinmetzLab	ST6964	2.7600023414	-1.0126448403	1.847210275	1.0349717442
503	2	-	541132	544516	3384	ORF-T	YBR150C	TBS1		SteinmetzLab	ST3838	2.7434021617	-1.0584733509	1.8568572723	-1.0557441176
5878	14	+	336499	337787	1288	ORF-T	YNL160W	YGP1		SteinmetzLab	ST2808	2.7392639476	3.7298880918	2.5423912774	2.2106585976
3830	10	+	629576	632760	3184	SUTs	SUT_FS0047	SUT_FS0047		FrancescLab	NA	2.7371252233	2.094775218	1.5635375798	1.1091561231
7169	16	+	527523	528915	1392	ORF-T	YPL014W	YPL014W		SteinmetzLab	ST3494	2.7309988165	4.8055518506	-1.3910197393	1.5473128268
3035	8	+	157610	158874	1264	SUTs	SUT_FS0039	SUT_FS0039		FrancescLab	NA	2.7277318638	1.9422280982	1.112348622	1.0474570185
1494	4	-	768104	768368	264	CUTs	CUT509	CUT509		SteinmetzLab	ST4255	2.7277238749	3.6515416547	2.1121165953	3.7385194353
5035	12	-	587517	589029	1512	ORF-T	YLR225C	YLR225C		SteinmetzLab	ST6000	2.712981995	2.1322055216	3.5177182444	1.0462769494
6196	14	-	490167	491199	1032	SUTs	SUT_FS0141	SUT_FS0141		FrancescLab	NA	2.702880178	1.717715231	2.4097795651	1.3973127024
447	2	-	365852	366603	751	ORF-T	YBR062C	YBR062C		SteinmetzLab	ST3784	2.6985532489	1.6437497919	1.8270086349	1.7447176885
1338	4	-	309525	309717	192	CUTs	CUT484	CUT484		SteinmetzLab	ST4102	2.6949776133	3.1576613631	3.4749251166	1.6927726535
2027	5	-	302645	303357	712	CUTs	CUT561	CUT561		SteinmetzLab	ST4591	2.6948115282	1.2929603918	-1.1628201235	-1.9550327012
6077	14	-	107159	108183	1024	CUTs	CUT801	CUT801		SteinmetzLab	ST6436	2.6839758805	4.1009305916	4.6123936227	2.9049998925
2554	7	+	805219	806251	1032	CUTs	CUT158	CUT158		SteinmetzLab	ST1312	2.6831845286	2.0089663352	1.1766051015	-1.2441600802
3403	9	+	180337	182097	1760	ORF-T	YIL097W	FYV10		SteinmetzLab	ST1614	2.6818252176	1.7990367409	2.1480867644	-1.1924838803
1559	4	-	1014193	1015881	1688	ORF-T	YDR277C	MTH1		SteinmetzLab	ST4317	2.6807269832	2.5304508561	1.3474067372	1.9517764278
1866	5	+	364513	366545	2032	ORF-T	YER103W	SSA4		SteinmetzLab	ST0923	2.6791493799	2.9710358736	38.6860307786	5.9883023804
717	3	-	119142	119374	232	CUTs	CUT463	CUT463		SteinmetzLab	ST3956	2.6727712288	1.2536058787	1.9522432694	1.0295146205
6193	14	-	485519	486447	928	SUTs	SUT_FS0139	SUT_FS0139		FrancescLab	NA	2.6596972406	1.6234974718	1.3378816509	-1.083183487
3912	10	-	144356	144940	584	SUTs	SUT624	SUT624	IDS2, SFH5	SteinmetzLab	ST5430	2.6496850577	3.5028132475	3.4140560841	1.7553808551
4019	10	-	461268	461564	296	CUTs	CUT692	CUT692		SteinmetzLab	ST5530	2.6494978811	2.7024619439	2.0292042019	-1.1395157872
3920	10	-	159460	159884	424	ORF-T	YJL133C-A	YJL133C-A		SteinmetzLab	ST5437	2.637627729	1.7572414942	2.3630109025	2.8352224767
6227	14	-	610000	611104	1104	SUTs	SUT752	SUT752	SPO1	SteinmetzLab	ST6574	2.6372709891	4.8870580325	1.5145086323	2.3230917552
6780	15	-	422526	423942	1416	ORF-T	YOR049C	RSB1		SteinmetzLab	ST6759	2.6365414929	8.9419361361	1.3329195655	1.0206336531
1308	4	-	228461	228869	408	SUTs	SUT_FS0081	SUT_FS0081		FrancescLab	NA	2.6359692583	1.3454014761	2.5398861769	1.1357057819
3374	9	+	93577	94961	1384	ORF-T	YIL136W	OM45		SteinmetzLab	ST1586	2.6339104165	3.9471745187	2.9690921941	1.6026536318
4693	12	+	504537	505825	1288	ORF-T	YLR174W	IDP2		SteinmetzLab	ST2256	2.6325881676	3.0787389152	1.6187683235	1.6694462429
5591	13	-	339317	340949	1632	ORF-T	YMR034C	YMR034C		SteinmetzLab	ST6230	2.6265685264	3.4734062257	1.2214178476	1.3589708629
4690	12	+	500617	501025	408	SUTs	SUT_FS0051	SUT_FS0051		FrancescLab	NA	2.6193760591	2.3465840862	1.1324420918	1.001129311
3610	9	-	385605	386517	912	ORF-T	YIR018C-A	YIR018C-A		SteinmetzLab	ST5359	2.6097583337	2.2014833321	2.2094750625	1.1194950394
5153	12	-	953204	954276	1072	ORF-T	YLR414C, YLR415C	YLR414C, YLR415C		SteinmetzLab	ST6109	2.6086159202	1.5871098658	3.5104436447	-1.4255516819
6412	15	+	367842	370418	2576	ORF-T	YOR019W	YOR019W		SteinmetzLab	ST3095	2.6067060145	1.1650089364	2.4986489402	1.1526176301
7200	16	+	621331	621923	592	CUTs	CUT426	CUT426		SteinmetzLab	ST3522	2.5998547945	2.2397680924	-1.0292742972	-1.273264456
6630	15	+	1015299	1017123	1824	SUTs	SUT_FS0066	SUT_FS0066		FrancescLab	NA	2.5990131054	3.5779694823	14.3903922589	3.8275036935
2327	7	+	206651	208659	2008	ORF-T	YGL158W	RCK1		SteinmetzLab	ST1100	2.5981218038	3.2012890122	-1.3456246922	-1.030196787
532	2	-	628932	629836	904	SUTs	SUT_FS0075	SUT_FS0075		FrancescLab	NA	2.5974209725	2.8275320014	5.4732701838	-1.0904915957
1433	4	-	578423	578983	560	CUTs	CUT499	CUT499		SteinmetzLab	ST4196	2.597075185	1.9261597438	3.9807672077	1.9039564674
4163	11	+	200314	201634	1320	SUTs	SUT232	SUT232	PMU1	SteinmetzLab	ST1967	2.5953345015	2.4802759277	3.7306896329	1.6103524806
5889	14	+	355779	356387	608	SUTs	SUT329	SUT329		SteinmetzLab	ST2819	2.5903964131	3.3661408144	4.3094840773	3.5204596993
795	4	+	90025	92457	2432	ORF-T	YDL206W	YDL206W		SteinmetzLab	ST0374	2.5812195032	1.1478480162	1.6495533308	1.0081504528
1589	4	-	1094441	1095177	736	SUTs	SUT_FS0088	SUT_FS0088		FrancescLab	NA	2.5811557955	-1.140276744	7.3545162296	1.3459128731
7458	16	-	443111	444271	1160	SUTs	SUT815	SUT815		SteinmetzLab	ST7103	2.5756645196	2.3301692338	2.4889352213	1.3360725758
5360	13	+	533121	534857	1736	SUTs	SUT_FS0058	SUT_FS0058		FrancescLab	NA	2.5724559565	1.3390027988	1.2113704591	-1.0856940401
3285	8	-	297357	298701	1344	ORF-T	YHR097C	YHR097C		SteinmetzLab	ST5177	2.5714843102	1.7012173686	1.2785261843	1.1017325222
1526	4	-	910081	911465	1384	SUTs	SUT_FS0084	SUT_FS0084		FrancescLab	ST4286	2.5667345318	1.4393557222	1.7372095053	1.2586631802
1734	4	-	1514041	1516433	2392	SUTs	SUT499	SUT499		SteinmetzLab	ST4482	2.56624244	1.5729966792	2.038241125	1.0765400408
732	3	-	147782	148078	296	CUTs	CUT465	CUT465		SteinmetzLab	ST3970	2.5603087542	5.9056729789	2.4415004763	1.6954764605
3769	10	+	452216	453656	1440	ORF-T	YJR008W	YJR008W		SteinmetzLab	ST1827	2.5590738672	1.9900657288	3.6938162717	-1.0254411088
6424	15	+	400346	401234	888	ORF-T	YOR036W	PEP12		SteinmetzLab	ST3106	2.5530926481	2.547297297	2.4202326195	1.2136474726
1778	5	+	131641	132657	1016	ORF-T	YEL012W	UBC8		SteinmetzLab	ST0843	2.5476079691	2.520216431	2.1009635253	1.2276819848
5849	14	+	245475	245611	136	CUTs	CUT326	CUT326		SteinmetzLab	ST2779	2.5471748038	1.0111308625	1.0416688473	-1.1107722906
5417	13	+	675721	677009	1288	ORF-T	YMR206W	YMR206W		SteinmetzLab	ST2645	2.5452785731	3.135874362	1.3442760002	1.2670939245
5352	13	+	511801	512193	392	SUTs	SUT307	SUT307		SteinmetzLab	ST2583	2.5443552067	5.5141749759	2.1978433451	1.9017328611
7187	16	+	583019	584243	1224	SUTs	SUT416	SUT416	YPR011C	SteinmetzLab	ST3510	2.5404034891	2.1962776904	1.438998157	1.2025413437
6292	15	+	38745	39169	424	SUTs	SUT353	SUT353		SteinmetzLab	ST2980	2.5399180947	3.8190030683	1.1374547118	2.1227747377
6436	15	+	421914	422202	288	CUTs	CUT374	CUT374		SteinmetzLab	ST3118	2.5396543677	1.6782084285	1.8396299596	1.2364096127
5487	13	-	8733	9269	536	CUTs	CUT757	CUT757		SteinmetzLab	ST6132	2.5352403097	-1.0439144587	2.5312165553	-1.0618294597
969	4	+	617492	618164	672	SUTs	SUT_FS0020	SUT_FS0020		FrancescLab	NA	2.5238379484	2.131073665	3.6797429992	-1.1378198574
