external_gene_name	ensembl_gene_id	Yeast_conservation	dN/dS	Multifunctionality	Disorder	PPI_degree	SM_fitness_defect	Copy_number	CAI	Nc	Co-expression_degree	Protein_length	Expression_level	Expression_variation	Num_of_domains	Num_of_unique_domains	Broad_conservation	Observed_GI_degree	Ortholog_in_other_species_common_name	Ortholog_in_other_species_systematic name
DSF2	YBR007C	23	0.1095	3	0.5652	0	-0.012	1	0.173	5.16E+01	41	736	0.4	0.3771	1	1	4	12		
FLR1	YBR008C	9	0.0587	7	0.1953	0	0.006	2	0.244	5.13E+01	52	548	1.7	0.415	1	1	6	8		
HHF1	YBR009C	23	0	11	0.2233	95	0.078	2	0.737	3.10E+01	603	103	17.3	0.7142	1	1	84	57		
HHT1	YBR010W	23	0	18	0.3603	36	0.034	2	0.611	2.97E+01	377	136	45.5	0.6669	1	1	86	19		
IPP1	YBR011C	23	0.0659	8	0.1324	75	NaN	2	0.647	3.26E+01	300	287	12.3	0.3782	1	1	83	NaN	SPAC23C11.05	SPAC23C11.05
YBR013C	YBR013C	3	0.3849	3	0	0	-0.03	1	0.149	4.70E+01	4	129	0.4	0.479	NaN	NaN	NaN	7		
YBR014C	YBR014C	23	0.2282	12	0.3842	0	-0.044	2	0.231	5.05E+01	406	203	2.5	0.505	1	1	6	10		
MNN2	YBR015C	11	0.0897	5	0.139	1	-0.016	2	0.236	5.74E+01	241	597	1.2	0.362	1	1	6	46		
YBR016W	YBR016W	14	0.0735	5	0.625	0	0.011	3	0.262	4.28E+01	270	128	3.3	0.4841	NaN	NaN	NaN	20		
KAP104	YBR017C	23	0.0391	11	0.0697	17	NaN	1	0.231	5.17E+01	562	918	0.8	0.4623	NaN	NaN	80	NaN	kap104	SPAC2F3.06c
GAL7	YBR018C	20	0.0877	11	0.1393	0	-0.004	1	0.284	4.17E+01	104	366	0.1	0.7104	2	2	61	42	SPBPB2B2.10c	SPBPB2B2.10c
GAL10	YBR019C	20	0.066	15	0.0186	2	0.006	3	0.249	4.88E+01	36	699	NaN	0.5053	3	3	24	28	SPBPB2B2.12c	SPBPB2B2.12c
GAL1	YBR020W	20	0.052	17	0.0511	0	-0.022	2	0.279	4.89E+01	27	528	0.2	0.4866	3	3	72	1		
FUR4	YBR021W	22	0.043	9	0.1469	0	NaN	6	0.271	4.79E+01	91	633	0.8	0.6815	1	1	1	NaN		
POA1	YBR022W	16	0.1751	4	0.0113	0	-0.068	1	0.186	5.33E+01	73	177	0.8	0.3474	1	1	2	8		
CHS3	YBR023C	20	NaN	20	0.2764	11	0.009	1	0.258	4.91E+01	152	1165	2.1	0.4825	1	1	17	48		
SCO2	YBR024W	23	0.1426	14	0.2326	0	-0.063	2	0.237	5.42E+01	604	301	0.7	0.5074	1	1	32	21		
YBR025C	YBR025C	23	0.0542	7	0.0457	13	0.121	2	0.598	3.33E+01	637	394	12.3	0.5364	2	2	83	34	SPAC27E2.03c	SPAC27E2.03c
ETR1	YBR026C	23	0.0554	12	0.0526	2	0.275	1	0.252	5.04E+01	1055	380	1	0.6953	NaN	NaN	69	131	etr1	SPAC26F1.04c
YBR028C	YBR028C	23	0.0807	8	0.3714	1	0.022	1	0.211	5.11E+01	126	525	0.6	0.4085	2	2	2	20	psk1	SPCC4G3.08
CDS1	YBR029C	23	0.0442	10	0.1663	2	NaN	1	0.26	5.13E+01	205	457	2.1	0.482	1	1	77	NaN	SPBC13A2.03	SPBC13A2.03
YBR030W	YBR030W	18	0.1407	5	0.1775	2	-0.015	1	0.23	5.58E+01	457	552	0.2	0.4859	1	1	16	21		
RPL4A	YBR031W	23	0.08	8	0.3094	26	0.048	2	0.806	2.74E+01	801	362	44.6	0.65	2	2	81	29		
EDS1	YBR033W	23	0.2901	9	0.4037	1	-0.027	5	0.198	5.50E+01	22	919	0.1	0.444	1	1	NaN	18		
HMT1	YBR034C	23	0.0243	13	0.1149	5	0.039	1	0.356	4.29E+01	891	348	3.4	0.7571	2	2	84	26	rmt1	SPAC890.07c
PDX3	YBR035C	23	0.0359	7	0.1842	0	NaN	1	0.314	4.57E+01	559	228	2.7	0.526	2	2	58	NaN	SPAC1093.02	SPAC1093.02
CSG2	YBR036C	18	0.0714	9	0.1707	12	0.459	1	0.235	5.80E+01	519	410	2.7	0.3405	NaN	NaN	0	155		
SCO1	YBR037C	23	0.058	12	0.3254	0	NaN	2	0.184	5.38E+01	554	295	0.4	0.5669	1	1	51	NaN		
CHS2	YBR038W	23	0.0187	9	0.3126	1	NaN	2	0.258	4.81E+01	51	963	1	0.4827	2	2	15	NaN		
ATP3	YBR039W	23	0.023	18	0.1704	6	NaN	1	0.406	4.08E+01	425	311	5.3	0.5143	1	1	79	NaN	atp3	SPBC1734.13
FIG1	YBR040W	23	0.0626	8	0.0973	2	-0.091	1	0.217	4.80E+01	17	298	0.1	0.7068	1	1	1	NaN		
FAT1	YBR041W	20	0.0474	20	0.003	17	-0.022	1	0.272	4.66E+01	91	669	1.7	0.4617	1	1	61	44		
CST26	YBR042C	21	0.0652	8	0.1385	3	-0.026	2	0.208	5.22E+01	290	397	2	0.3458	1	1	49	9		
QDR3	YBR043C	18	0.0843	5	0.3382	5	-0.005	1	0.208	5.21E+01	217	689	0.8	0.4637	1	1	10	4		
TCM62	YBR044C	10	0.1405	10	0.0593	4	0.026	1	0.214	5.44E+01	171	573	0.3	0.4766	1	1	0	38		
GIP1	YBR045C	10	0.1441	7	0.3962	1	-0.03	1	0.188	4.99E+01	35	573	NaN	0.7157	NaN	NaN	0	11		
ZTA1	YBR046C	22	0.1004	9	0.012	0	-0.024	1	0.255	4.65E+01	906	334	0.8	0.774	2	2	65	22	zta1	SPCC1442.16c
YBR047W	YBR047W	8	0.1207	3	0.1257	1	-0.014	1	0.257	5.40E+01	378	175	0.2	0.7453	NaN	NaN	0	7		
RPS11B	YBR048W	18	NaN	12	0.1731	0	0.291	2	0.738	3.01E+01	785	156	15	0.6468	NaN	NaN	79	64		
REB1	YBR049C	20	0.0406	9	0.6494	18	NaN	2	0.281	4.90E+01	262	810	1.6	0.4139	1	1	11	NaN		
REG2	YBR050C	22	0.2097	4	0.3166	0	-0.059	2	0.24	5.42E+01	248	338	0.6	0.7181	1	1	NaN	3		
RFS1	YBR052C	14	0.1111	7	0.0857	26	-0.009	3	0.212	5.39E+01	939	210	2.4	0.7804	NaN	NaN	NaN	6		
YBR053C	YBR053C	20	0.0699	3	0.0559	2	-0.009	1	0.233	5.07E+01	1044	358	0.8	0.8138	1	1	24	10		
YRO2	YBR054W	12	0.0475	8	0.2384	4	-0.04	3	0.515	3.36E+01	325	344	3.8	0.8066	1	1	3	4		
PRP6	YBR055C	23	0.1436	8	0.1135	21	NaN	1	0.23	5.09E+01	510	899	0.4	0.4152	1	1	81	NaN	prp1	SPBC6B1.07
YBR056W	YBR056W	22	0.0724	8	0.0739	1	-0.081	1	0.293	4.88E+01	1085	501	0.7	0.8285	NaN	NaN	5	37	exg3	SPBC2D10.05
MUM2	YBR057C	18	0.107	5	0.4044	12	0.052	1	0.19	5.29E+01	101	366	0.3	0.3833	NaN	NaN	0	56		
UBP14	YBR058C	23	0.071	13	0.2458	11	-0.008	1	0.241	5.20E+01	280	781	0.7	0.3002	4	3	80	32	ubp14	SPBC6B1.06c
AKL1	YBR059C	21	0.079	14	0.6652	8	NaN	3	0.226	5.05E+01	442	1108	0.8	0.5827	1	1	32	NaN		
ORC2	YBR060C	23	0.0983	14	0.4855	12	NaN	1	0.239	5.38E+01	783	620	0.4	0.4532	2	2	60	NaN	orc2	SPBC685.09
TRM7	YBR061C	23	0.0288	10	0.1065	2	NaN	1	0.2	4.93E+01	911	310	1	0.5546	1	1	78	NaN	SPAC4F10.03c	SPAC4F10.03c
YBR062C	YBR062C	18	0.0465	5	0.6389	1	0.012	1	0.246	5.08E+01	634	180	3.4	0.5185	1	1	16	3		
YBR063C	YBR063C	4	0.5747	5	0.1337	0	-0.037	1	0.226	5.09E+01	160	404	0.7	0.4056	NaN	NaN	NaN	NaN		
ECM2	YBR065C	21	0.1345	8	0.3681	17	-0.046	1	0.195	5.84E+01	64	364	0.1	0.5453	NaN	NaN	13	3	cwf5	SPCC550.02c
NRG2	YBR066C	23	0.1258	13	0.6364	2	-0.019	5	0.199	5.40E+01	7	220	1	0.6289	1	1	22	4		
TIP1	YBR067C	5	0.1215	11	0.5143	1	-0.003	1	0.456	3.49E+01	13	210	10.7	0.7754	1	1	0	7		
BAP2	YBR068C	23	0.0622	7	0.1708	19	-0.034	16	0.242	5.03E+01	150	609	3.1	0.5315	1	1	4	11		
TAT1	YBR069C	23	0.0959	8	0.1712	5	-0.017	16	0.219	5.13E+01	518	619	4.4	0.6729	1	1	16	1		
ALG14	YBR070C	20	0.1381	12	0.0759	1	NaN	1	0.202	5.47E+01	142	237	1	0.4823	1	1	67	NaN	SPAC5D6.06c	SPAC5D6.06c
YBR071W	YBR071W	8	0.1644	3	0.5924	0	-0.078	1	0.192	5.63E+01	81	211	0.6	0.5391	NaN	NaN	NaN	5		
HSP26	YBR072W	21	0.0959	6	0.3364	17	-0.023	2	0.363	4.13E+01	641	214	0.3	0.8539	1	1	11	10		
RDH54	YBR073W	23	0.065	18	0.3409	1	-0.016	1	0.224	5.15E+01	588	958	2.2	0.5714	3	3	18	8		
YBR074W	YBR074W	23	0.1035	9	0.167	0	-0.001	1	0.198	5.26E+01	174	976	0.3	0.5656	NaN	NaN	22	5	SPCC1919.12c	SPCC1919.12c
ECM8	YBR076W	4	0.0902	3	0.1386	0	0.06	1	0.235	5.70E+01	87	339	NaN	0.4277	NaN	NaN	0	57		
SLM4	YBR077C	9	0.0845	16	0.1481	5	NaN	1	0.28	5.48E+01	533	162	1.2	0.3582	NaN	NaN	0	NaN		
ECM33	YBR078W	21	NaN	10	0.1474	0	-0.132	4	0.571	2.97E+01	358	468	6.8	0.5793	NaN	NaN	4	89		
RPG1	YBR079C	23	0.0563	10	0.2863	32	NaN	1	0.419	4.17E+01	982	964	3.3	0.6777	NaN	NaN	78	NaN	tif32	SPBC17D11.05
SEC18	YBR080C	23	0.0221	19	0.1385	13	NaN	1	0.275	4.74E+01	207	758	1	0.4427	4	3	83	NaN	sec18	SPAC1834.11c
SPT7	YBR081C	23	0.0464	21	0.4414	18	NaN	1	0.236	5.24E+01	396	1332	0.3	0.2944	1	1	6	NaN	spt7	SPBC25H2.11c
UBC4	YBR082C	23	NaN	12	0.0135	4	0.152	3	0.37	3.99E+01	111	148	9.7	0.5003	1	1	50	72		
TEC1	YBR083W	19	0.1348	12	0.3416	1	-0.011	1	0.206	5.30E+01	24	486	0.9	0.6998	1	1	5	22		
MIS1	YBR084W	23	0.0534	20	0.0195	24	-0.054	2	0.288	4.74E+01	1076	975	4	0.7646	3	3	27	36		
AAC3	YBR085W	23	0.0342	13	0.2313	1	-0.021	4	0.272	4.15E+01	87	307	0.8	0.5701	3	1	47	6		
IST2	YBR086C	20	0.1622	6	0.3277	30	0.035	1	0.247	4.88E+01	140	946	4.4	0.5166	1	1	33	38	SPBC691.05c	SPBC691.05c
RFC5	YBR087W	23	0.0288	15	0	17	NaN	1	0.211	4.49E+01	910	354	1.8	0.3576	2	2	82	NaN	rfc5	SPBC83.14c
POL30	YBR088C	23	0.002	19	0.0736	4	NaN	1	0.345	4.42E+01	848	258	5.8	0.8154	2	2	80	NaN	pcn1	SPBC16D10.09
YBR090C	YBR090C	1	NaN	6	0.2541	0	-0.021	1	0.157	5.15E+01	58	122	3.4	0.4187	NaN	NaN	NaN	14		
MRS5	YBR091C	23	0.0604	13	0.3303	0	NaN	2	0.15	61	76	109	1.2	0.3293	1	1	0	NaN		
PHO3	YBR092C	17	0.0473	5	0.0321	0	-0.012	5	0.428	4.17E+01	393	467	4.9	0.7815	1	1	14	10		
PHO5	YBR093C	17	0.0803	10	0.0471	1	NaN	5	0.493	3.66E+01	178	467	0.3	0.7976	1	1	19	NaN		
PBY1	YBR094W	23	0.063	8	0.0996	5	0.057	1	0.276	5.00E+01	59	753	0.3	0.2722	2	2	26	31	SPAC12B10.04	SPAC12B10.04
RXT2	YBR095C	23	0.0959	11	0.2628	9	-0.018	1	0.241	4.87E+01	387	430	0.7	0.2228	1	1	1	90	rxt2	SPBC428.06c
YBR096W	YBR096W	20	0.0974	3	0.0913	0	NaN	1	0.264	4.81E+01	250	230	4.8	0.4443	1	1	9	NaN		
VPS15	YBR097W	23	0.0604	23	0.2091	4	NaN	1	0.227	5.02E+01	56	1454	0.3	0.4909	1	1	68	NaN	ppk19	SPBC119.07
MMS4	YBR098W	22	0.1618	20	0.3531	1	-0.013	1	0.208	5.06E+01	34	691	NaN	0.4472	NaN	NaN	1	24		
FES1	YBR101C	23	0.0644	8	0.1138	8	NaN	1	0.266	4.88E+01	40	290	2.2	0.615	1	1	38	NaN	SPBC3B9.01	SPBC3B9.01
EXO84	YBR102C	23	0.0628	28	0.3904	10	NaN	1	0.214	5.06E+01	214	753	0.2	0.2687	1	1	38	NaN	SPAC6F12.08c	SPAC6F12.08c
SIF2	YBR103W	21	0.1029	11	0.0785	12	0.035	1	0.205	5.26E+01	500	535	0.7	0.3662	4	2	62	105	hif2	SPCC1235.09
YMC2	YBR104W	22	0.0457	9	0.2128	0	-0.036	2	0.213	4.79E+01	776	329	1	0.698	3	1	26	38		
VID24	YBR105C	23	0.0723	13	0.2348	13	0.026	2	0.227	5.64E+01	158	362	2	0.6949	1	1	30	15		
PHO88	YBR106W	23	0.0186	9	0.3032	66	NaN	1	0.626	3.48E+01	845	188	19.8	0.5092	1	1	12	NaN		
IML3	YBR107C	6	0.1338	17	0.0163	13	0	1	0.268	5.90E+01	84	245	0.6	0.4169	NaN	NaN	NaN	41		
YBR108W	YBR108W	18	0.2938	3	0.9261	5	-0.011	1	0.21	5.26E+01	279	947	NaN	0.4556	NaN	NaN	0	28		
CMD1	YBR109C	23	0.0046	21	0.0204	33	NaN	1	0.293	5.08E+01	316	147	8.3	0.3007	2	1	86	NaN	cam1	SPAC3A12.14
ALG1	YBR110W	23	0.0695	10	0	0	NaN	1	0.237	5.43E+01	92	449	0.7	0.2868	1	1	76	NaN	alg1	SPAC23C4.14
YSA1	YBR111C	23	0.0261	8	0.1169	2	-0.016	1	0.373	4.57E+01	555	231	5.1	0.4753	1	1	45	47	SPBP35G2.12	SPBP35G2.12
CYC8	YBR112C	21	0.3127	10	0.5321	3	NaN	1	0.286	4.58E+01	160	966	0.8	0.4026	7	2	42	NaN	ssn6	SPBC23E6.09
RAD16	YBR114W	23	0.0559	19	0.2797	6	0.022	1	0.247	5.11E+01	269	790	0.2	0.5853	3	3	35	10	rhp16	SPCC330.01c
LYS2	YBR115C	22	0.0425	14	0.0948	4	NaN	1	0.29	4.61E+01	174	1392	2.1	0.544	3	3	32	NaN	lys1	SPAP7G5.04c
TKL2	YBR117C	23	0.027	9	0.0294	2	NaN	2	0.257	5.13E+01	586	681	0.1	0.7772	3	3	15	NaN		
TEF2	YBR118W	23	0.1024	14	0.0568	0	0.086	2	0.879	2.58E+01	599	458	49.6	0.5062	3	3	85	68		
MUD1	YBR119W	20	0.1946	12	0.3792	17	-0.032	1	0.18	5.47E+01	278	298	0.4	0.3383	2	2	10	27		
CBP6	YBR120C	18	0.1229	4	0.1481	0	NaN	1	0.248	4.62E+01	423	162	0.7	0.473	NaN	NaN	0	NaN		
GRS1	YBR121C	23	0.0363	12	0.054	2	NaN	2	0.45	3.56E+01	957	667	8.6	0.5432	2	2	79	NaN	grs1	SPAC3F10.03
MRPL36	YBR122C	20	0.1616	5	0.5424	5	NaN	1	0.27	4.84E+01	539	177	1	0.3468	NaN	NaN	2	NaN		
TFC1	YBR123C	23	0.0814	7	0.2173	6	NaN	1	0.231	5.03E+01	253	649	0.8	0.2723	1	1	25	NaN	sfc1	SPAC6F12.11c
PTC4	YBR125C	19	0.0294	12	0.1298	5	-0.041	1	0.244	5.43E+01	56	393	1.1	0.2727	1	1	4	82		
TPS1	YBR126C	23	0.0076	15	0.1576	17	0.238	3	0.252	4.99E+01	1027	495	2.8	0.7896	1	1	36	143	tps1	SPAC328.03
VMA2	YBR127C	23	0.0192	19	0.1044	25	NaN	1	0.437	3.81E+01	387	517	5.8	0.3062	3	3	84	NaN	vma2	SPAC637.05c
ATG14	YBR128C	9	0.1927	13	0.1105	1	0.014	1	0.203	5.80E+01	310	344	0.1	0.387	1	1	0	35		
OPY1	YBR129C	20	0.0762	4	0.2713	1	0.031	1	0.254	5.47E+01	118	328	0.9	0.3531	1	1	0	5		
SHE3	YBR130C	19	0.1728	7	0.3718	8	-0.06	1	0.208	4.82E+01	224	425	0.7	0.3449	NaN	NaN	0	10		
CCZ1	YBR131W	17	0.1507	12	0.2173	1	0.165	1	0.213	5.50E+01	84	704	0.2	0.3576	1	1	0	136		
AGP2	YBR132C	20	0.0425	15	0.1158	2	-0.022	1	0.226	5.43E+01	489	596	0.1	0.8312	1	1	6	32		
HSL7	YBR133C	19	0.1024	12	0.0967	2	NaN	1	0.253	5.60E+01	215	827	1.3	0.4344	1	1	72	NaN	skb1	SPBC16H5.11c
CKS1	YBR135W	23	0.009	11	0.38	14	NaN	1	0.28	6.05E+01	106	150	1.2	0.3279	1	1	75	NaN	suc1	SPBC1734.14c
MEC1	YBR136W	22	0.0504	22	0.0963	9	NaN	1	0.232	5.23E+01	62	2368	0.2	0.5185	4	4	47	NaN	rad3	SPBC216.05
YBR137W	YBR137W	18	0.0446	3	0.095	6	-0.032	1	0.237	5.08E+01	711	179	1.9	0.6051	1	1	3	4	SPBP4H10.12	SPBP4H10.12
YBR138C	YBR138C	17	0.1418	3	0.3588	0	-0.019	1	0.22	5.54E+01	91	524	0.1	0.5911	NaN	NaN	0	4		
YBR139W	YBR139W	23	0.0932	6	0.0217	4	-0.003	2	0.218	5.41E+01	1108	508	1	0.8054	1	1	58	32		
IRA1	YBR140C	20	0.0614	11	0.1617	1	NaN	3	0.225	5.06E+01	47	3092	0.8	0.3379	1	1	18	NaN		
YBR141C	YBR141C	23	0.1359	4	0.2849	2	-0.044	1	0.21	5.64E+01	497	337	0.6	0.5115	1	1	13	36	SPAC630.10	SPAC630.10
MAK5	YBR142W	22	0.0933	12	0.4153	35	NaN	1	0.269	4.83E+01	1111	773	2.6	0.7078	2	2	68	NaN	SPBC4F6.07c	SPBC4F6.07c
SUP45	YBR143C	23	0.0077	9	0.0778	13	NaN	1	0.374	3.70E+01	990	437	6.1	0.5943	3	3	81	NaN	sup45	SPAC1834.01
ADH5	YBR145W	20	0.036	16	0.0313	3	-0.032	6	0.329	4.23E+01	114	351	0.6	0.5995	2	2	3	4		
MRPS9	YBR146W	23	0.0645	7	0.2734	10	NaN	1	0.204	5.09E+01	251	278	2.1	0.4587	1	1	25	NaN	SPAC29A4.03c	SPAC29A4.03c
YBR147W	YBR147W	23	0.1632	5	0.2872	0	-0.015	4	0.218	5.59E+01	665	296	NaN	0.8007	2	1	13	43		
YSW1	YBR148W	9	0.2807	3	0.4614	3	-0.065	2	0.239	5.01E+01	23	609	0.1	0.5656	NaN	NaN	NaN	3		
ARA1	YBR149W	16	0.0557	8	0.0901	1	-0.051	1	0.274	4.86E+01	1002	344	2.5	0.6818	1	1	3	6		
TBS1	YBR150C	19	0.1161	12	0.4049	4	0.032	2	0.227	5.26E+01	121	1094	0.4	0.5533	2	2	NaN	7		
APD1	YBR151W	20	0.0515	4	0.231	2	-0.083	1	0.231	5.58E+01	606	316	2.6	0.4591	1	1	6	5		
SPP381	YBR152W	18	0.3359	8	0.8591	19	NaN	1	0.24	5.44E+01	57	291	NaN	0.405	NaN	NaN	NaN	NaN		
RIB7	YBR153W	22	0.0974	6	0.0246	2	NaN	1	0.192	5.14E+01	110	244	1	0.3611	1	1	11	NaN	SPBC21C3.10c	SPBC21C3.10c
RPB5	YBR154C	23	0.0277	11	0.1721	48	NaN	1	0.36	4.15E+01	1078	215	4.9	0.6522	2	2	78	NaN	rpb5	SPAC23C4.15
CNS1	YBR155W	23	0.0606	6	0.1351	7	NaN	1	0.244	4.76E+01	922	385	1	0.6568	1	1	72	NaN	SPAC17A2.04c	SPAC17A2.04c
SLI15	YBR156C	13	0.1417	13	0.5559	3	NaN	1	0.222	5.11E+01	206	698	0.3	0.373	1	1	1	NaN	pic1	SPBC336.15
ICS2	YBR157C	8	0.0704	3	0.5843	0	-0.045	1	0.185	5.35E+01	9	255	0.4	0.6568	NaN	NaN	0	8		
AMN1	YBR158W	19	0.1545	9	0.2058	2	-0.003	1	0.207	5.11E+01	265	549	5.2	0.5988	NaN	NaN	12	27		
YBR159W	YBR159W	23	0.0576	10	0.0692	14	NaN	1	0.301	4.37E+01	342	347	6.1	0.3626	1	1	80	NaN	SPAC4G9.15	SPAC4G9.15
CDC28	YBR160W	23	0.0138	37	0.0134	14	NaN	1	0.292	4.85E+01	298	298	2.2	0.4017	1	1	83	NaN	cdc2	SPBC11B10.09
CSH1	YBR161W	21	0.0616	8	0.2074	1	-0.017	2	0.231	5.48E+01	35	376	0.4	0.3938	1	1	7	4		
TOS1	YBR162C	21	0.0485	5	0.2505	0	-0.045	2	0.422	3.80E+01	567	455	7.4	0.6626	2	2	4	12	SPBP23A10.11c	SPBP23A10.11c
DEM1	YBR163W	20	0.1587	4	0.294	0	NaN	1	0.206	5.14E+01	415	585	0.7	0.3944	2	1	3	NaN		
ARL1	YBR164C	20	0.0079	12	0.0055	5	0.048	1	0.259	4.42E+01	435	183	2.5	0.3461	1	1	64	67		
UBS1	YBR165W	9	0.1884	4	0.2599	0	-0.008	1	0.211	5.07E+01	81	277	0.9	0.3662	NaN	NaN	0	7		
TYR1	YBR166C	23	0.0495	10	0.1062	5	NaN	1	0.213	4.65E+01	172	452	1.1	0.2769	1	1	14	NaN	tyr1	SPCC1494.04c
POP7	YBR167C	20	0.2079	10	0.3071	4	NaN	1	0.317	5.73E+01	159	140	0.6	0.2952	1	1	3	NaN		
PEX32	YBR168W	21	0.1811	6	0.0847	1	0.049	1	0.19	5.54E+01	34	413	0.3	0.3382	1	1	0	64		
SSE2	YBR169C	13	0.0564	9	0.2035	10	-0.006	9	0.271	5.11E+01	1054	693	0.4	0.8328	1	1	30	3		
NPL4	YBR170C	23	0.0684	14	0.1379	5	NaN	1	0.215	5.19E+01	756	580	0.6	0.4734	2	2	73	NaN	npl4	SPBC1711.10c
SEC66	YBR171W	22	0.0603	9	0.2039	4	0.099	1	0.254	5.00E+01	493	206	3	0.3729	1	1	4	100	sec66	SPBC409.21
SMY2	YBR172C	15	0.1714	5	0.5541	0	0.004	2	0.24	5.22E+01	488	740	1.1	0.502	1	1	18	12		
UMP1	YBR173C	20	0.0675	8	0.3446	14	NaN	1	0.272	6.08E+01	319	148	1.6	0.3952	1	1	35	NaN	ump1	SPCC14G10.03c
SWD3	YBR175W	23	0.0781	10	0	13	0.197	1	0.185	5.08E+01	254	315	0.9	0.2973	4	1	69	68		
ECM31	YBR176W	23	0.0553	5	0.1058	6	-0.038	1	0.258	5.63E+01	176	312	0.6	0.2735	1	1	20	11	SPAC5H10.09c	SPAC5H10.09c
EHT1	YBR177C	20	0.0581	13	0.0643	31	-0.089	3	0.242	5.10E+01	418	451	1.2	0.5268	1	1	6	36		
FZO1	YBR179C	23	0.0725	11	0.1801	0	NaN	1	0.242	5.30E+01	198	855	0.1	0.3762	1	1	13	NaN	fzo1	SPBC1706.03
DTR1	YBR180W	18	0.1035	6	0.1818	2	0.017	1	0.215	5.23E+01	22	572	0.2	0.5736	1	1	9	11		
RPS6B	YBR181C	22	0.0393	12	0.2924	0	0.333	2	0.848	2.58E+01	866	236	33.8	0.6895	NaN	NaN	84	89		
SMP1	YBR182C	20	0.1883	9	0.3363	2	0.009	3	0.194	5.43E+01	43	452	NaN	0.6332	1	1	29	12		
YPC1	YBR183W	20	0.0714	12	0.0348	10	-0.06	2	0.221	5.31E+01	711	316	0.6	0.7556	1	1	15	10		
YBR184W	YBR184W	4	0.5706	3	0.2314	0	-0.034	1	0.206	5.01E+01	58	523	NaN	0.5847	NaN	NaN	NaN	2		
MBA1	YBR185C	23	0.0822	10	0.223	3	0.055	1	0.237	5.50E+01	536	278	1.3	0.4808	1	1	0	96		
PCH2	YBR186W	12	0.152	8	0.1702	3	-0.011	1	0.176	5.26E+01	163	564	NaN	0.5266	1	1	61	5		
YBR187W	YBR187W	23	0.1079	5	0.2214	7	-0.02	1	0.249	5.21E+01	963	280	4.6	0.657	2	1	70	4		
NTC20	YBR188C	4	0.3934	8	0.4571	5	-0.029	1	0.186	5.10E+01	154	140	0.6	0.2593	NaN	NaN	0	7		
RPS9B	YBR189W	19	0.0621	18	0.2821	25	NaN	2	0.812	2.62E+01	853	195	25.7	0.701	2	2	77	NaN		
RPL21A	YBR191W	23	0.0395	7	0.2875	0	NaN	2	0.698	3.05E+01	767	160	64.7	0.6859	1	1	84	NaN		
RIM2	YBR192W	23	0.0251	10	0.2626	0	NaN	1	0.199	4.77E+01	75	377	1	0.3317	3	1	66	NaN	SPAC688.09	SPAC688.09
MED8	YBR193C	23	0.0586	8	0.2197	24	NaN	1	0.231	5.74E+01	52	223	0.3	0.3821	1	1	0	NaN	med8	SPBC21.04
YBR194W	YBR194W	7	0.3406	3	0.5772	2	0.05	1	0.242	5.20E+01	72	123	0.3	0.3061	1	1	0	124		
MSI1	YBR195C	18	0.093	9	0.045	3	0.076	1	0.232	5.47E+01	118	422	0.6	0.3728	4	2	2	30		
PGI1	YBR196C	23	0.0182	11	0.0451	7	NaN	1	0.688	3.02E+01	187	554	15.4	0.4974	1	1	83	NaN	pgi1	SPBC1604.05
YBR197C	YBR197C	17	0.297	4	0.424	1	-0.041	2	0.2	61	74	217	0.3	0.3204	NaN	NaN	0	4		
TAF5	YBR198C	23	0.0355	17	0.1967	24	NaN	1	0.214	5.44E+01	403	798	1.3	0.2774	8	3	78	NaN	taf5	SPCC5E4.03c
KTR4	YBR199W	22	0.1612	8	0.1336	0	-0.068	9	0.214	5.31E+01	430	464	2.2	0.3077	1	1	3	7		
BEM1	YBR200W	23	0.037	21	0.4719	6	0.285	1	0.213	5.14E+01	206	551	0.7	0.3372	4	3	9	191	scd2	SPAC22H10.07
DER1	YBR201W	23	0.0793	8	0.0237	1	-0.043	2	0.263	5.35E+01	212	211	1.1	0.4105	1	1	7	11		
CDC47	YBR202W	23	0.0252	30	0.1976	2	NaN	1	0.269	5.02E+01	379	845	0.7	0.428	1	1	80	NaN	mcm7	SPBC25D12.03c
COS111	YBR203W	17	0.0728	4	0.4329	1	-0.051	1	0.225	5.15E+01	343	924	0.3	0.6721	NaN	NaN	0	8		
YBR204C	YBR204C	12	0.1842	5	0.0693	0	-0.017	1	0.223	5.53E+01	887	375	0.4	0.5404	1	1	1	1		
KTR3	YBR205W	22	0.0883	11	0.146	5	-0.019	9	0.268	5.26E+01	576	404	1.6	0.3415	1	1	2	2		
FTH1	YBR207W	22	0.0948	12	0.3161	36	-0.048	2	0.228	5.34E+01	128	465	2.8	0.376	1	1	0	10		
DUR1,2	YBR208C	18	0.0348	13	0.0507	2	-0.03	1	0.265	4.59E+01	10	1835	0.9	0.6212	7	7	51	1		
ERV15	YBR210W	23	0.0817	8	0.0282	1	0.021	2	0.176	5.78E+01	121	142	1.9	0.266	1	1	2	8		
AME1	YBR211C	10	0.1303	12	0.2191	8	NaN	1	0.233	5.82E+01	154	324	0.8	0.3396	NaN	NaN	0	NaN		
NGR1	YBR212W	23	0.0687	11	0.4107	9	0.009	2	0.212	5.22E+01	621	672	0.4	0.6436	2	1	17	17		
MET8	YBR213W	22	0.083	14	0.0766	1	-0.029	1	0.233	5.51E+01	2	274	0.2	0.5549	1	1	5	11	SPAC4D7.06c	SPAC4D7.06c
