ensembl_gene	associated_gene_name	salt_HeLa
ENSG00000134697	GNL2	unresponsive
ENSG00000116922	C1orf109	unresponsive
ENSG00000134690	CDCA8	unresponsive
ENSG00000183317	EPHA10	unresponsive
ENSG00000185090	MANEAL	unresponsive
ENSG00000233728	AL929472.3	unresponsive
ENSG00000196449	YRDC	unresponsive
ENSG00000197982	C1orf122	unresponsive
ENSG00000188786	MTF1	unresponsive
ENSG00000230955	AL929472.2	unresponsive
ENSG00000204084	INPP5B	unresponsive
ENSG00000183431	SF3A3	unresponsive
ENSG00000212541	RNU6-510P	unresponsive
ENSG00000183386	FHL3	unresponsive
ENSG00000183520	UTP11	unresponsive
ENSG00000185668	POU3F1	upregulated
ENSG00000116954	RRAGC	unresponsive
ENSG00000228436	AL139260.1	unresponsive
ENSG00000214114	MYCBP	unresponsive
ENSG00000158315	RHBDL2	unresponsive
ENSG00000174574	AKIRIN1	unresponsive
ENSG00000168653	NDUFS5	unresponsive
ENSG00000127603	MACF1	unresponsive
ENSG00000226438	AL442071.1	unresponsive
ENSG00000183682	BMP8A	unresponsive
ENSG00000237624	OXCT2P1	unresponsive
ENSG00000182109	NA	unresponsive
ENSG00000243970	PPIEL	unresponsive
ENSG00000090621	PABPC4	unresponsive
ENSG00000228060	PABPC4-AS1	unresponsive
ENSG00000201457	SNORA55	unresponsive
ENSG00000163909	HEYL	unresponsive
ENSG00000084072	PPIE	unresponsive
ENSG00000116985	BMP8B	unresponsive
ENSG00000198754	OXCT2	unresponsive
ENSG00000261798	AL033527.3	unresponsive
ENSG00000043514	TRIT1	unresponsive
ENSG00000116990	MYCL	unresponsive
ENSG00000236546	AL033527.2	unresponsive
ENSG00000168389	MFSD2A	unresponsive
ENSG00000131236	CAP1	unresponsive
ENSG00000131238	PPT1	unresponsive
ENSG00000117000	RLF	unresponsive
ENSG00000188800	TMCO2	unresponsive
ENSG00000259943	AL050341.2	unresponsive
ENSG00000084073	ZMPSTE24	unresponsive
ENSG00000231296	AL050341.1	unresponsive
ENSG00000049089	COL9A2	unresponsive
ENSG00000227311	AL031985.2	unresponsive
ENSG00000084070	SMAP2	unresponsive
ENSG00000187801	ZFP69B	downregulated
ENSG00000260920	AL031985.3	downregulated
ENSG00000279667	AL603839.4	unresponsive
ENSG00000187815	ZFP69	unresponsive
ENSG00000238287	AL603839.3	unresponsive
ENSG00000164002	EXO5	unresponsive
ENSG00000227278	AL603839.1	unresponsive
ENSG00000238186	AL603839.2	unresponsive
ENSG00000117010	ZNF684	unresponsive
ENSG00000117016	RIMS3	unresponsive
ENSG00000272145	NFYC-AS1	unresponsive
ENSG00000066136	NFYC	unresponsive
ENSG00000117013	KCNQ4	upregulated
ENSG00000179862	CITED4	unresponsive
ENSG00000171793	CTPS1	unresponsive
ENSG00000281712	NA	unresponsive
ENSG00000281207	SLFNL1-AS1	unresponsive
ENSG00000171790	SLFNL1	downregulated
ENSG00000010803	SCMH1	unresponsive
ENSG00000235358	AC093151.3	unresponsive
ENSG00000204060	FOXO6	upregulated
ENSG00000127129	EDN2	unresponsive
ENSG00000127124	HIVEP3	downregulated
ENSG00000230638	AL445933.1	unresponsive
ENSG00000198815	FOXJ3	unresponsive
ENSG00000227527	AC096540.1	unresponsive
ENSG00000177181	RIMKLA	unresponsive
ENSG00000066185	ZMYND12	unresponsive
ENSG00000127125	PPCS	unresponsive
ENSG00000186409	CCDC30	unresponsive
ENSG00000236876	TMSB4XP1	unresponsive
ENSG00000171960	PPIH	unresponsive
ENSG00000234917	AC098484.2	unresponsive
ENSG00000065978	YBX1	unresponsive
ENSG00000164007	CLDN19	unresponsive
ENSG00000117385	P3H1	unresponsive
ENSG00000164008	C1orf50	unresponsive
ENSG00000228452	AC098484.1	unresponsive
ENSG00000274386	TMEM269	unresponsive
ENSG00000177868	SVBP	unresponsive
ENSG00000164010	ERMAP	unresponsive
ENSG00000228192	AL512353.1	unresponsive
ENSG00000164011	ZNF691	unresponsive
ENSG00000233708	AL512353.2	upregulated
ENSG00000237090	AL512353.3	upregulated
ENSG00000117394	SLC2A1	unresponsive
ENSG00000227533	SLC2A1-AS1	unresponsive
ENSG00000117395	EBNA1BP2	unresponsive
ENSG00000243710	CFAP57	unresponsive
ENSG00000179178	TMEM125	unresponsive
ENSG00000117400	MPL	unresponsive
ENSG00000234694	AL139289.2	unresponsive
ENSG00000117399	CDC20	unresponsive
ENSG00000066322	ELOVL1	unresponsive
ENSG00000159479	MED8	unresponsive
ENSG00000229431	AL139289.1	unresponsive
ENSG00000198198	SZT2	unresponsive
ENSG00000229372	SZT2-AS1	unresponsive
ENSG00000178922	HYI	unresponsive
ENSG00000229348	HYI-AS1	unresponsive
ENSG00000142949	PTPRF	unresponsive
ENSG00000066135	KDM4A	unresponsive
ENSG00000236200	KDM4A-AS1	unresponsive
ENSG00000126091	ST3GAL3	unresponsive
ENSG00000117407	ARTN	unresponsive
ENSG00000237950	AL357079.1	unresponsive
ENSG00000117408	IPO13	unresponsive
ENSG00000132768	DPH2	unresponsive
ENSG00000117410	ATP6V0B	unresponsive
ENSG00000117411	B4GALT2	unresponsive
ENSG00000159214	CCDC24	unresponsive
ENSG00000196517	SLC6A9	unresponsive
ENSG00000230615	AL139220.2	unresponsive
ENSG00000271647	KRT8P47	unresponsive
ENSG00000171872	KLF17	upregulated
ENSG00000233514	AL356653.1	unresponsive
ENSG00000283039	KLF18	upregulated
ENSG00000271329	AL035417.2	upregulated
ENSG00000178028	DMAP1	unresponsive
ENSG00000117419	ERI3	unresponsive
ENSG00000233602	ERI3-IT1	unresponsive
ENSG00000187147	RNF220	unresponsive
ENSG00000126106	TMEM53	unresponsive
ENSG00000198520	ARMH1	unresponsive
ENSG00000200169	RNU5D-1	unresponsive
ENSG00000142945	KIF2C	unresponsive
ENSG00000225721	AL592166.1	unresponsive
ENSG00000142937	RPS8	unresponsive
ENSG00000200913	SNORD46	downregulated
ENSG00000234093	RPS15AP11	unresponsive
ENSG00000142959	BEST4	unresponsive
ENSG00000173846	PLK3	unresponsive
ENSG00000188396	TCTEX1D4	unresponsive
ENSG00000222009	BTBD19	downregulated
ENSG00000117425	PTCH2	upregulated
ENSG00000070785	EIF2B3	unresponsive
ENSG00000229815	CCNB1IP1P1	unresponsive
ENSG00000126107	HECTD3	unresponsive
ENSG00000126088	UROD	unresponsive
ENSG00000162415	ZSWIM5	unresponsive
ENSG00000281912	LINC01144	unresponsive
ENSG00000186603	HPDL	unresponsive
ENSG00000132781	MUTYH	unresponsive
ENSG00000132773	TOE1	unresponsive
ENSG00000070759	TESK2	unresponsive
ENSG00000280670	CCDC163	unresponsive
ENSG00000132763	MMACHC	unresponsive
ENSG00000117450	PRDX1	unresponsive
ENSG00000117448	AKR1A1	unresponsive
ENSG00000281133	AL355480.3	unresponsive
ENSG00000280836	AL355480.1	unresponsive
ENSG00000132780	NASP	unresponsive
ENSG00000159588	CCDC17	unresponsive
ENSG00000159592	GPBP1L1	unresponsive
ENSG00000225447	RPS15AP10	unresponsive
ENSG00000234329	AL604028.2	upregulated
ENSG00000159596	TMEM69	unresponsive
ENSG00000197429	IPP	unresponsive
ENSG00000230896	AL604028.1	unresponsive
ENSG00000086015	MAST2	unresponsive
ENSG00000117461	PIK3R3	unresponsive
ENSG00000227857	AL358075.2	unresponsive
ENSG00000117472	TSPAN1	unresponsive
ENSG00000085998	POMGNT1	unresponsive
ENSG00000171357	LURAP1	unresponsive
ENSG00000085999	RAD54L	unresponsive
ENSG00000132128	LRRC41	unresponsive
ENSG00000173660	UQCRH	unresponsive
ENSG00000117481	NSUN4	unresponsive
ENSG00000117480	FAAH	unresponsive
ENSG00000232022	FAAHP1	unresponsive
ENSG00000197587	DMBX1	unresponsive
ENSG00000269956	MKNK1-AS1	unresponsive
ENSG00000079277	MKNK1	unresponsive
ENSG00000142961	MOB3C	unresponsive
ENSG00000123472	ATPAF1	unresponsive
ENSG00000186118	TEX38	unresponsive
ENSG00000228237	EFCAB14-AS1	unresponsive
ENSG00000159658	EFCAB14	unresponsive
ENSG00000225506	CYP4A22-AS1	unresponsive
ENSG00000224805	LINC00853	unresponsive
ENSG00000162366	PDZK1IP1	unresponsive
ENSG00000162367	TAL1	unresponsive
ENSG00000123473	STIL	unresponsive
ENSG00000162368	CMPK1	unresponsive
ENSG00000225762	LINC01389	unresponsive
ENSG00000186790	FOXE3	unresponsive
ENSG00000237424	FOXD2-AS1	unresponsive
ENSG00000186564	FOXD2	unresponsive
ENSG00000269113	TRABD2B	unresponsive
ENSG00000225028	AC096541.1	unresponsive
ENSG00000242267	SKINT1L	unresponsive
ENSG00000132122	SPATA6	unresponsive
ENSG00000235105	AL356968.2	unresponsive
ENSG00000186094	AGBL4	unresponsive
ENSG00000162374	ELAVL4	unresponsive
ENSG00000234080	AL596275.1	unresponsive
ENSG00000142700	DMRTA2	upregulated
ENSG00000185104	FAF1	unresponsive
ENSG00000230585	PHBP12	unresponsive
ENSG00000123080	CDKN2C	unresponsive
ENSG00000265538	MIR4421	unresponsive
ENSG00000204006	C1orf185	unresponsive
ENSG00000123091	RNF11	unresponsive
ENSG00000233406	AL162430.1	unresponsive
ENSG00000085831	TTC39A	unresponsive
ENSG00000261664	TTC39A-AS1	unresponsive
ENSG00000085832	EPS15	unresponsive
ENSG00000232027	AL671986.1	unresponsive
ENSG00000238140	AC104170.2	unresponsive
ENSG00000117859	OSBPL9	unresponsive
ENSG00000078618	NRDC	unresponsive
ENSG00000266993	AL050343.1	unresponsive
ENSG00000272175	AL050343.2	unresponsive
ENSG00000169213	RAB3B	unresponsive
ENSG00000117862	TXNDC12	unresponsive
ENSG00000198841	KTI12	downregulated
ENSG00000223390	AL445685.1	unresponsive
ENSG00000228369	TXNDC12-AS1	unresponsive
ENSG00000134717	BTF3L4	unresponsive
ENSG00000157077	ZFYVE9	unresponsive
ENSG00000228407	AL139156.2	unresponsive
ENSG00000154222	CC2D1B	unresponsive
ENSG00000272100	AL513218.1	unresponsive
ENSG00000224680	PLA2G12AP1	unresponsive
ENSG00000085840	ORC1	unresponsive
ENSG00000134748	PRPF38A	unresponsive
ENSG00000134744	TUT4	unresponsive
ENSG00000116157	GPX7	unresponsive
ENSG00000182183	SHISAL2A	unresponsive
ENSG00000162377	COA7	unresponsive
ENSG00000162378	ZYG11B	unresponsive
ENSG00000228929	RPS13P2	unresponsive
ENSG00000203995	ZYG11A	unresponsive
ENSG00000242391	AC099677.4	unresponsive
ENSG00000121310	ECHDC2	unresponsive
ENSG00000230953	AC099677.1	unresponsive
ENSG00000116171	SCP2	unresponsive
ENSG00000236360	AL445183.3	unresponsive
ENSG00000174348	PODN	unresponsive
ENSG00000157184	CPT2	unresponsive
ENSG00000236723	AL606760.2	unresponsive
ENSG00000162384	C1orf123	unresponsive
ENSG00000259818	AL606760.3	unresponsive
ENSG00000162385	MAGOH	unresponsive
ENSG00000226754	AL606760.1	unresponsive
ENSG00000157193	LRP8	unresponsive
ENSG00000234578	AL355483.4	unresponsive
ENSG00000228838	AL355483.2	unresponsive
ENSG00000225030	AL355483.1	unresponsive
ENSG00000232762	AL355483.3	unresponsive
ENSG00000225675	LINC01771	unresponsive
ENSG00000174332	GLIS1	unresponsive
ENSG00000058804	NDC1	unresponsive
ENSG00000058799	YIPF1	unresponsive
ENSG00000081870	HSPB11	unresponsive
ENSG00000116212	LRRC42	unresponsive
ENSG00000219102	HNRNPA3P12	unresponsive
ENSG00000116209	TMEM59	unresponsive
ENSG00000280378	AL353898.3	unresponsive
ENSG00000116205	TCEANC2	unresponsive
ENSG00000225183	AL353898.1	unresponsive
ENSG00000279049	AL353898.2	unresponsive
ENSG00000280425	AL357673.2	unresponsive
ENSG00000215883	CYB5RL	unresponsive
ENSG00000116221	MRPL37	unresponsive
ENSG00000157216	SSBP3	unresponsive
ENSG00000198711	SSBP3-AS1	unresponsive
ENSG00000225632	AL161644.1	unresponsive
ENSG00000162390	ACOT11	unresponsive
ENSG00000162391	FAM151A	unresponsive
ENSG00000243725	TTC4	unresponsive
ENSG00000162396	PARS2	unresponsive
ENSG00000006555	TTC22	unresponsive
ENSG00000162398	LEXM	unresponsive
ENSG00000116133	DHCR24	unresponsive
ENSG00000242396	AC096536.2	unresponsive
ENSG00000233203	DHCR24-DT	downregulated
ENSG00000169174	PCSK9	unresponsive
ENSG00000162402	USP24	unresponsive
ENSG00000260971	AC119674.1	unresponsive
ENSG00000162407	PLPP3	unresponsive
ENSG00000225475	AC099789.1	unresponsive
ENSG00000162409	PRKAA2	unresponsive
ENSG00000187889	FYB2	unresponsive
ENSG00000021852	C8B	upregulated
ENSG00000236341	AL161740.1	unresponsive
ENSG00000173406	DAB1	unresponsive
ENSG00000223416	RPS26P15	unresponsive
ENSG00000162600	OMA1	unresponsive
ENSG00000184292	TACSTD2	unresponsive
ENSG00000185839	AL035411.1	unresponsive
ENSG00000162601	MYSM1	unresponsive
ENSG00000264081	NA	unresponsive
ENSG00000177606	JUN	unresponsive
ENSG00000234807	LINC01135	unresponsive
ENSG00000272226	AL136985.2	unresponsive
ENSG00000232453	AC105277.1	unresponsive
ENSG00000237352	LINC01358	unresponsive
ENSG00000270457	AC093424.1	unresponsive
ENSG00000172456	FGGY	unresponsive
ENSG00000134709	HOOK1	unresponsive
ENSG00000134716	CYP2J2	unresponsive
ENSG00000162599	NFIA	unresponsive
ENSG00000162604	TM2D1	unresponsive
ENSG00000271200	AC099791.2	unresponsive
ENSG00000132849	PATJ	unresponsive
ENSG00000132854	KANK4	unresponsive
ENSG00000162607	USP1	unresponsive
ENSG00000116641	DOCK7	unresponsive
ENSG00000132855	ANGPTL3	unresponsive
ENSG00000235545	AC103923.1	unresponsive
ENSG00000125703	ATG4C	unresponsive
ENSG00000234318	AC099794.1	unresponsive
ENSG00000224209	LINC00466	unresponsive
ENSG00000230798	FOXD3-AS1	unresponsive
ENSG00000187140	FOXD3	unresponsive
ENSG00000088035	ALG6	unresponsive
ENSG00000142856	ITGB3BP	unresponsive
ENSG00000203965	EFCAB7	unresponsive
ENSG00000116652	DLEU2L	downregulated
ENSG00000079739	PGM1	unresponsive
ENSG00000244256	RN7SL130P	unresponsive
ENSG00000185483	ROR1	unresponsive
ENSG00000177414	UBE2U	upregulated
ENSG00000158966	CACHD1	unresponsive
ENSG00000162437	RAVER2	unresponsive
ENSG00000162434	JAK1	unresponsive
ENSG00000226891	LINC01359	unresponsive
ENSG00000162433	AK4	unresponsive
ENSG00000116675	DNAJC6	unresponsive
ENSG00000213625	LEPROT	unresponsive
ENSG00000116678	LEPR	unresponsive
ENSG00000237852	AC119800.1	unresponsive
ENSG00000184588	PDE4B	upregulated
ENSG00000118473	SGIP1	unresponsive
ENSG00000248458	AL139147.1	unresponsive
ENSG00000152763	WDR78	unresponsive
ENSG00000198160	MIER1	unresponsive
ENSG00000116704	SLC35D1	downregulated
ENSG00000081985	IL12RB2	upregulated
ENSG00000142864	SERBP1	unresponsive
ENSG00000223263	RNU6-387P	unresponsive
ENSG00000116717	GADD45A	upregulated
ENSG00000172380	GNG12	unresponsive
ENSG00000232284	GNG12-AS1	unresponsive
ENSG00000162595	DIRAS3	unresponsive
ENSG00000116729	WLS	unresponsive
ENSG00000234383	CTBP2P8	unresponsive
ENSG00000229133	RPS7P4	unresponsive
ENSG00000116745	RPE65	unresponsive
ENSG00000024526	DEPDC1	unresponsive
ENSG00000233589	AL138789.1	unresponsive
ENSG00000234264	DEPDC1-AS1	unresponsive
ENSG00000033122	LRRC7	unresponsive
ENSG00000066557	LRRC40	unresponsive
ENSG00000116754	SRSF11	unresponsive
ENSG00000118454	ANKRD13C	unresponsive
ENSG00000197568	HHLA3	unresponsive
ENSG00000226088	AL158839.1	unresponsive
ENSG00000116761	CTH	unresponsive
ENSG00000271992	AL354872.2	unresponsive
ENSG00000050628	PTGER3	unresponsive
ENSG00000235079	ZRANB2-AS1	unresponsive
ENSG00000132485	ZRANB2	unresponsive
ENSG00000207721	MIR186	downregulated
ENSG00000229956	ZRANB2-AS2	unresponsive
ENSG00000172260	NEGR1	unresponsive
ENSG00000233994	GDI2P2	unresponsive
ENSG00000225087	AL583808.1	unresponsive
ENSG00000162620	LRRIQ3	unresponsive
ENSG00000254685	FPGT	unresponsive
ENSG00000259030	FPGT-TNNI3K	unresponsive
ENSG00000237324	AC093158.1	unresponsive
ENSG00000116791	CRYZ	unresponsive
ENSG00000162623	TYW3	unresponsive
ENSG00000137968	SLC44A5	unresponsive
ENSG00000117054	ACADM	unresponsive
ENSG00000181227	DLSTP1	unresponsive
ENSG00000137955	RABGGTB	unresponsive
ENSG00000057468	MSH4	unresponsive
ENSG00000226415	TPI1P1	unresponsive
ENSG00000117069	ST6GALNAC5	unresponsive
ENSG00000142892	PIGK	unresponsive
ENSG00000226084	AC113935.1	unresponsive
ENSG00000154027	AK5	unresponsive
ENSG00000036549	AC118549.1	unresponsive
ENSG00000077254	USP33	unresponsive
ENSG00000180488	MIGA1	unresponsive
ENSG00000219201	AC138392.1	unresponsive
ENSG00000235927	NEXN-AS1	unresponsive
ENSG00000162614	NEXN	unresponsive
ENSG00000162613	FUBP1	unresponsive
ENSG00000162616	DNAJB4	unresponsive
ENSG00000137960	GIPC2	unresponsive
ENSG00000273338	AC103591.3	unresponsive
ENSG00000237413	MGC27382	unresponsive
ENSG00000122420	PTGFR	unresponsive
ENSG00000137959	IFI44L	unresponsive
ENSG00000137965	IFI44	unresponsive
ENSG00000162618	ADGRL4	unresponsive
ENSG00000117114	ADGRL2	unresponsive
ENSG00000227288	AL138799.1	unresponsive
ENSG00000233008	LINC01725	unresponsive
ENSG00000137941	TTLL7	unresponsive
ENSG00000271576	AL359504.2	downregulated
ENSG00000142875	PRKACB	unresponsive
ENSG00000203943	SAMD13	unresponsive
ENSG00000240520	UOX	unresponsive
ENSG00000117133	RPF1	unresponsive
ENSG00000174021	GNG5	unresponsive
ENSG00000122432	SPATA1	unresponsive
ENSG00000117151	CTBS	unresponsive
ENSG00000180869	LINC01555	unresponsive
ENSG00000117155	SSX2IP	unresponsive
ENSG00000171517	LPAR3	unresponsive
ENSG00000153898	MCOLN2	unresponsive
ENSG00000162643	WDR63	unresponsive
ENSG00000055732	MCOLN3	unresponsive
ENSG00000280099	AL603750.1	unresponsive
ENSG00000097096	SYDE2	unresponsive
ENSG00000162642	C1orf52	unresponsive
ENSG00000223254	RF00019	upregulated
ENSG00000142867	BCL10	unresponsive
ENSG00000223653	AL078459.1	unresponsive
ENSG00000153904	DDAH1	unresponsive
ENSG00000273264	AL360219.1	unresponsive
ENSG00000282057	AC092807.3	downregulated
ENSG00000272691	AC092807.2	unresponsive
ENSG00000142871	CYR61	upregulated
ENSG00000230285	AC092807.1	upregulated
ENSG00000117174	ZNHIT6	unresponsive
ENSG00000171502	COL24A1	unresponsive
ENSG00000122417	ODF2L	unresponsive
ENSG00000137975	CLCA2	unresponsive
ENSG00000261737	AL049597.2	unresponsive
ENSG00000097033	SH3GLB1	unresponsive
ENSG00000230721	AL049597.1	unresponsive
ENSG00000183291	SELENOF	unresponsive
ENSG00000153936	HS2ST1	unresponsive
ENSG00000267272	LINC01140	unresponsive
ENSG00000143013	LMO4	unresponsive
ENSG00000279778	AL445437.1	unresponsive
ENSG00000224235	NA	unresponsive
ENSG00000237505	PKN2-AS1	unresponsive
ENSG00000065243	PKN2	unresponsive
ENSG00000241975	ELOCP19	unresponsive
ENSG00000137947	GTF2B	unresponsive
ENSG00000137944	KYAT3	unresponsive
ENSG00000213516	RBMXL1	unresponsive
ENSG00000117226	GBP3	downregulated
ENSG00000117228	GBP1	unresponsive
ENSG00000234518	PTGES3P1	unresponsive
ENSG00000162645	GBP2	unresponsive
ENSG00000162654	GBP4	unresponsive
ENSG00000154451	GBP5	unresponsive
ENSG00000237568	AC099063.1	unresponsive
ENSG00000225492	GBP1P1	unresponsive
ENSG00000197147	LRRC8B	unresponsive
ENSG00000231999	LRRC8C-DT	unresponsive
ENSG00000230735	AC093423.2	unresponsive
ENSG00000171488	LRRC8C	unresponsive
ENSG00000272931	AC099568.2	unresponsive
ENSG00000171492	LRRC8D	unresponsive
ENSG00000228175	GEMIN8P4	unresponsive
ENSG00000162664	ZNF326	unresponsive
ENSG00000233593	LINC02609	unresponsive
ENSG00000232882	PHKA1P1	unresponsive
ENSG00000122482	ZNF644	downregulated
ENSG00000162669	HFM1	unresponsive
ENSG00000097046	CDC7	unresponsive
ENSG00000069702	TGFBR3	unresponsive
ENSG00000172031	EPHX4	unresponsive
ENSG00000230667	SETSIP	unresponsive
ENSG00000189195	BTBD8	unresponsive
ENSG00000069712	NA	upregulated
ENSG00000174842	GLMN	unresponsive
ENSG00000122484	RPAP2	unresponsive
ENSG00000162676	GFI1	unresponsive
ENSG00000067208	EVI5	unresponsive
ENSG00000122406	RPL5	unresponsive
ENSG00000154511	DIPK1A	unresponsive
ENSG00000207523	SNORA66	unresponsive
ENSG00000143033	MTF2	unresponsive
ENSG00000117500	TMED5	unresponsive
ENSG00000122483	CCDC18	unresponsive
ENSG00000223745	CCDC18-AS1	unresponsive
ENSG00000229567	AL139421.1	unresponsive
ENSG00000117505	DR1	unresponsive
ENSG00000229635	AL137159.1	unresponsive
ENSG00000137942	FNBP1L	unresponsive
ENSG00000137936	BCAR3	unresponsive
ENSG00000224093	AL109613.1	unresponsive
ENSG00000230439	NA	unresponsive
ENSG00000260464	AL049796.1	unresponsive
ENSG00000067334	DNTTIP2	unresponsive
ENSG00000023909	GCLM	unresponsive
ENSG00000198691	ABCA4	unresponsive
ENSG00000233482	AC093579.1	upregulated
ENSG00000137962	ARHGAP29	unresponsive
ENSG00000236098	AC097059.2	unresponsive
ENSG00000117528	ABCD3	unresponsive
ENSG00000117525	F3	unresponsive
ENSG00000224081	SLC44A3-AS1	unresponsive
ENSG00000143036	SLC44A3	unresponsive
ENSG00000117519	CNN3	unresponsive
ENSG00000235501	AC105942.1	unresponsive
ENSG00000172339	ALG14	unresponsive
ENSG00000152078	TMEM56	unresponsive
ENSG00000271092	TMEM56-RWDD3	unresponsive
ENSG00000122481	RWDD3	unresponsive
ENSG00000228852	AC092802.2	unresponsive
ENSG00000228502	EEF1A1P11	unresponsive
ENSG00000137970	RPL7P9	unresponsive
ENSG00000117569	PTBP2	unresponsive
ENSG00000188641	DPYD	unresponsive
ENSG00000232878	DPYD-AS1	unresponsive
ENSG00000232542	DPYD-IT1	unresponsive
ENSG00000228057	SEC63P1	unresponsive
ENSG00000259946	BX005019.1	unresponsive
ENSG00000225206	MIR137HG	unresponsive
ENSG00000226053	LINC01776	unresponsive
ENSG00000280040	AC095031.1	unresponsive
ENSG00000162627	SNX7	unresponsive
ENSG00000117598	PLPPR5	unresponsive
ENSG00000117600	PLPPR4	unresponsive
ENSG00000099260	PALMD	unresponsive
ENSG00000223656	HMGB3P10	upregulated
ENSG00000156869	FRRS1	unresponsive
ENSG00000162688	AGL	unresponsive
ENSG00000228084	AC118553.1	unresponsive
ENSG00000117620	SLC35A3	unresponsive
ENSG00000261254	NA	unresponsive
ENSG00000156875	MFSD14A	unresponsive
ENSG00000156876	SASS6	unresponsive
ENSG00000226952	AC093019.1	unresponsive
ENSG00000122435	TRMT13	unresponsive
ENSG00000122477	LRRC39	unresponsive
ENSG00000137992	DBT	unresponsive
ENSG00000224616	RTCA-AS1	unresponsive
ENSG00000137996	RTCA	unresponsive
ENSG00000079335	CDC14A	unresponsive
ENSG00000228086	AL589990.1	upregulated
ENSG00000162694	EXTL2	unresponsive
ENSG00000273204	AC104506.1	unresponsive
ENSG00000162695	SLC30A7	unresponsive
ENSG00000117543	DPH5	unresponsive
ENSG00000235795	AC093157.2	unresponsive
ENSG00000233184	AC093157.1	unresponsive
ENSG00000225938	AL109741.1	unresponsive
ENSG00000170989	S1PR1	unresponsive
ENSG00000260940	NA	unresponsive
ENSG00000226715	LINC01709	unresponsive
ENSG00000183298	RPSAP19	unresponsive
ENSG00000118733	OLFM3	unresponsive
ENSG00000060718	COL11A1	unresponsive
ENSG00000185946	RNPC3	unresponsive
ENSG00000240038	AMY2B	unresponsive
ENSG00000215869	AC092506.1	unresponsive
ENSG00000198890	PRMT6	unresponsive
ENSG00000162631	NTNG1	unresponsive
ENSG00000134215	VAV3	unresponsive
